date,snow,total_snow,base,precip,total_precip
2020-03-30,0.0,258.0,60.0,0.0,12.48
2020-03-31,2.0,260.0,59.0,0.0,12.48
2020-04-01,0.0,260.0,57.0,0.0,12.48
2020-04-02,0.0,260.0,56.0,0.0,12.48
2020-04-03,3.0,263.0,60.0,0.0,12.48
2020-04-04,1.0,264.0,56.0,0.0,12.48
2020-04-05,0.0,264.0,56.0,0.0,12.48
2020-04-06,0.0,264.0,54.0,0.0,12.48
2020-04-07,0.0,264.0,54.0,0.0,12.48
2020-04-08,0.0,264.0,52.0,0.0,12.48
2020-04-09,0.0,264.0,51.0,0.0,12.48
2020-04-10,3.0,267.0,51.0,0.0,12.48
2020-04-11,0.0,267.0,50.0,0.0,12.48
2020-04-12,3.0,270.0,53.0,0.0,12.48
2020-04-13,2.0,272.0,60.0,0.0,12.48
2020-04-14,1.0,273.0,59.0,0.0,12.48
2020-04-15,3.0,276.0,58.0,0.0,12.48
2020-10-15,0.0,0.0,0.0,0.0,0.0
2020-10-16,0.0,0.0,0.0,0.0,0.0
2020-10-17,0.0,0.0,0.0,0.0,0.0
2020-10-18,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.0,0.0,0.0,0.0,0.0
2020-10-20,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,0.0,0.0,0.0,0.0
2020-10-23,0.0,0.0,0.0,0.0,0.0
2020-10-24,0.0,0.0,0.0,0.0,0.0
2020-10-25,0.0,0.0,0.0,0.0,0.0
2020-10-26,9.0,9.0,0.0,0.5,0.5
2020-10-27,1.0,10.0,0.0,0.14,0.64
2020-10-28,0.0,10.0,0.0,0.0,0.64
2020-10-29,0.0,10.0,0.0,0.0,0.64
2020-10-30,0.0,10.0,0.0,0.0,0.64
2020-10-31,0.0,10.0,0.0,0.0,0.64
2020-11-01,0.0,10.0,0.0,0.0,0.64
2020-11-02,0.0,10.0,0.0,0.0,0.64
2020-11-03,0.0,10.0,0.0,0.0,0.64
2020-11-04,0.0,10.0,0.0,0.0,0.64
2020-11-05,0.0,10.0,0.0,0.0,0.64
2020-11-06,0.0,10.0,3.0,0.0,0.64
2020-11-07,0.0,10.0,3.0,0.0,0.64
2020-11-08,4.0,14.0,7.0,0.35,0.99
2020-11-09,1.0,15.0,7.0,0.04,1.03
2020-11-10,7.0,22.0,13.0,0.469,1.499
2020-11-11,1.0,23.0,14.0,0.09,1.589
2020-11-12,3.0,26.0,13.0,0.06,1.649
2020-11-13,1.0,27.0,12.0,0.09,1.739
2020-11-14,2.0,29.0,12.0,0.09,1.829
2020-11-15,4.0,33.0,15.0,0.49,2.319
2020-11-16,0.0,33.0,13.0,0.0,2.319
2020-11-17,0.0,33.0,12.0,0.0,2.319
2020-11-18,0.0,33.0,12.0,0.0,2.319
2020-11-19,0.0,33.0,11.0,0.0,2.319
2020-11-20,0.0,33.0,11.0,0.0,2.319
2020-11-21,0.0,33.0,11.0,0.0,2.319
2020-11-22,0.0,33.0,11.0,0.0,2.319
2020-11-23,1.0,34.0,11.0,0.05,2.369
2020-11-24,10.0,44.0,20.0,0.679,3.048
2020-11-25,5.0,49.0,25.0,0.39,3.438
2020-11-26,0.0,49.0,23.0,0.0,3.438
2020-11-27,1.0,50.0,23.0,0.01,3.448
2020-11-28,0.0,50.0,22.0,0.0,3.448
2020-11-29,0.0,50.0,21.0,0.0,3.448
2020-11-30,0.0,50.0,20.0,0.0,3.448
2020-12-01,0.0,50.0,18.0,0.01,3.458
2020-12-02,3.0,53.0,21.0,0.05,3.508
2020-12-03,0.0,53.0,20.0,0.03,3.538
2020-12-04,0.0,53.0,20.0,0.0,3.538
2020-12-05,0.0,53.0,19.0,0.0,3.538
2020-12-06,0.0,53.0,19.0,0.0,3.538
2020-12-07,0.0,53.0,18.0,0.0,3.538
2020-12-08,0.0,53.0,18.0,0.0,3.538
2020-12-09,0.0,53.0,18.0,0.0,3.538
2020-12-10,0.0,53.0,18.0,0.0,3.538
2020-12-11,2.0,55.0,19.0,0.07,3.608
2020-12-12,4.0,59.0,22.0,0.23,3.838
2020-12-13,3.0,62.0,23.0,0.12,3.958
2020-12-14,0.0,62.0,22.0,0.0,3.958
2020-12-15,5.0,67.0,25.0,0.18,4.138
2020-12-16,2.0,69.0,26.0,0.08,4.218
2020-12-17,2.0,71.0,25.0,0.11,4.328
2020-12-18,0.0,71.0,25.0,0.05,4.378
2020-12-19,3.0,74.0,27.0,0.06,4.438
2020-12-20,1.0,75.0,26.0,0.0,4.438
2020-12-21,0.0,75.0,25.0,0.0,4.438
2020-12-22,0.0,75.0,24.0,0.0,4.438
2020-12-23,2.0,77.0,26.0,0.15,4.588
2020-12-24,0.0,77.0,25.0,0.069,4.657
2020-12-25,0.0,77.0,24.0,0.0,4.657
2020-12-26,0.0,77.0,24.0,0.0,4.657
2020-12-27,3.0,80.0,26.0,0.14,4.797
2020-12-28,0.0,80.0,24.0,0.0,4.797
2020-12-29,3.0,83.0,27.0,0.31,5.107
2020-12-30,1.0,84.0,28.0,0.06,5.167
2020-12-31,0.0,84.0,27.0,0.02,5.187
2021-01-01,0.0,84.0,26.0,0.0,5.187
2021-01-02,0.0,84.0,25.0,0.0,5.187
2021-01-03,0.0,84.0,25.0,0.0,5.187
2021-01-04,7.0,91.0,32.0,0.3,5.487
2021-01-05,0.0,91.0,31.0,0.03,5.517
2021-01-06,3.0,94.0,33.0,0.18,5.697
2021-01-07,0.0,94.0,32.0,0.04,5.737
2021-01-08,0.0,94.0,30.0,0.0,5.737
2021-01-09,0.0,94.0,29.0,0.0,5.737
2021-01-10,0.0,94.0,29.0,0.0,5.737
2021-01-11,0.0,94.0,28.0,0.0,5.737
2021-01-12,0.0,94.0,27.0,0.03,5.767
2021-01-13,0.0,94.0,27.0,0.0,5.767
2021-01-14,2.0,96.0,28.0,0.19,5.957
2021-01-15,0.0,96.0,28.0,0.0,5.957
2021-01-16,0.0,96.0,27.0,0.02,5.977
2021-01-17,0.0,96.0,27.0,0.06,6.037
2021-01-18,2.0,98.0,29.0,0.01,6.047
2021-01-19,4.0,102.0,33.0,0.25,6.297
2021-01-20,0.0,102.0,33.0,0.0,6.297
2021-01-21,1.0,103.0,32.0,0.02,6.317
2021-01-22,1.0,104.0,31.0,0.07,6.387
2021-01-23,0.0,104.0,30.0,0.0,6.387
2021-01-24,0.0,104.0,30.0,0.04,6.427
2021-01-25,1.0,105.0,30.0,0.08,6.507
2021-01-26,1.0,106.0,31.0,0.02,6.527
2021-01-27,2.0,108.0,33.0,0.09,6.617
2021-01-28,0.0,108.0,31.0,0.05,6.667
2021-01-29,0.0,108.0,31.0,0.04,6.707
2021-01-30,0.0,108.0,30.0,0.0,6.707
2021-01-31,2.0,110.0,31.0,0.01,6.717
2021-02-01,0.0,110.0,31.0,0.0,6.717
2021-02-02,0.0,110.0,31.0,0.0,6.717
2021-02-03,0.0,110.0,31.0,0.0,6.717
2021-02-04,11.0,121.0,40.0,0.81,7.527
2021-02-05,2.0,123.0,40.0,0.14,7.667
2021-02-06,3.0,126.0,41.0,0.25,7.917
2021-02-07,2.0,128.0,41.0,0.29,8.207
2021-02-08,0.0,128.0,39.0,0.0,8.207
2021-02-09,0.0,128.0,38.0,0.0,8.207
2021-02-10,1.0,129.0,39.0,0.0,8.207
2021-02-11,1.0,130.0,38.0,0.08,8.287
2021-02-12,0.0,130.0,37.0,0.03,8.317
2021-02-13,5.0,135.0,41.0,0.479,8.796
2021-02-14,0.0,135.0,41.0,0.07,8.866
2021-02-15,1.0,136.0,40.0,0.02,8.886
2021-02-16,1.0,137.0,41.0,0.06,8.946
2021-02-17,2.0,139.0,42.0,0.05,8.996
2021-02-18,2.0,141.0,40.0,0.13,9.126
2021-02-19,0.0,141.0,40.0,0.06,9.186
2021-02-20,0.0,141.0,39.0,0.04,9.226
2021-02-21,2.0,143.0,40.0,0.13,9.356
2021-02-22,1.0,144.0,41.0,0.07,9.426
2021-02-23,1.0,145.0,41.0,0.089,9.515
2021-02-24,2.0,147.0,42.0,0.03,9.545
2021-02-25,1.0,148.0,42.0,0.04,9.585
2021-02-26,0.0,148.0,40.0,0.04,9.625
2021-02-27,0.0,148.0,40.0,0.02,9.645
2021-02-28,2.0,150.0,41.0,0.14,9.785
2021-03-01,0.0,150.0,41.0,0.0,9.785
2021-03-02,0.0,150.0,40.0,0.0,9.785
2021-03-03,0.0,150.0,40.0,0.0,9.785
2021-03-04,0.0,150.0,40.0,0.0,9.785
2021-03-05,0.0,150.0,38.0,0.04,9.825
2021-03-06,5.0,155.0,43.0,0.3,10.125
2021-03-07,0.0,155.0,42.0,0.0,10.125
2021-03-08,0.0,155.0,42.0,0.0,10.125
2021-03-09,0.0,155.0,40.0,0.0,10.125
2021-03-10,0.0,155.0,40.0,0.0,10.125
2021-03-11,4.0,159.0,44.0,0.12,10.245
2021-03-12,1.0,160.0,43.0,0.059,10.304
2021-03-13,0.0,160.0,42.0,0.04,10.344
2021-03-14,0.0,160.0,42.0,0.05,10.394
2021-03-15,6.0,166.0,45.0,0.41,10.804
2021-03-16,6.0,172.0,48.0,0.45,11.254
2021-03-17,2.0,174.0,49.0,0.23,11.484
2021-03-18,7.0,181.0,55.0,0.42,11.904
2021-03-19,1.0,182.0,52.0,0.08,11.984
2021-03-20,0.0,182.0,51.0,0.05,12.034
2021-03-21,0.0,182.0,50.0,0.05,12.084
2021-03-22,3.0,185.0,52.0,0.26,12.344
2021-03-23,4.0,189.0,53.0,0.22,12.564
2021-03-24,3.0,192.0,54.0,0.17,12.734
2021-03-25,4.0,196.0,57.0,0.29,13.024
2021-03-26,5.0,201.0,59.0,0.19,13.214
2021-03-27,0.0,201.0,58.0,0.0,13.214
2021-03-28,3.0,204.0,57.0,0.089,13.303
2021-03-29,0.0,204.0,56.0,0.0,13.303
2021-03-30,0.0,204.0,55.0,0.0,13.303
2021-03-31,6.0,210.0,58.0,0.41,13.713
2021-04-01,1.0,211.0,58.0,0.12,13.833
2021-04-02,0.0,211.0,56.0,0.0,13.833
2021-04-03,0.0,211.0,54.0,0.0,13.833
2021-04-04,0.0,211.0,53.0,0.0,13.833
2021-04-05,0.0,211.0,52.0,0.0,13.833
2021-04-06,0.0,211.0,50.0,0.0,13.833
2021-04-07,0.0,211.0,49.0,0.0,13.833
2021-04-08,1.0,212.0,49.0,0.0,13.833
2021-04-09,0.0,212.0,49.0,0.0,13.833
2021-04-10,0.0,212.0,49.0,0.0,13.833
2021-04-11,0.0,212.0,49.0,0.0,13.833
2021-04-12,0.0,212.0,49.0,0.0,13.833
2021-04-13,0.0,212.0,49.0,0.0,13.833
2021-04-14,1.0,213.0,49.0,0.0,13.833
2021-04-15,1.0,214.0,49.0,0.0,13.833
2021-10-15,4.0,4.0,8.0,0.2,0.2
2021-10-16,0.0,4.0,8.0,0.0,0.2
2021-10-17,0.0,4.0,7.0,0.0,0.2
2021-10-18,0.0,4.0,7.0,0.0,0.2
2021-10-19,0.0,4.0,7.0,0.0,0.2
2021-10-20,2.0,6.0,7.0,0.0,0.2
2021-10-21,0.0,6.0,7.0,0.0,0.2
2021-10-22,0.0,6.0,6.0,0.0,0.2
2021-10-23,0.0,6.0,6.0,0.0,0.2
2021-10-24,1.0,7.0,6.0,0.0,0.2
2021-10-25,1.0,8.0,6.0,0.07,0.27
2021-10-26,0.0,8.0,6.0,0.0,0.27
2021-10-27,4.0,12.0,10.0,0.31,0.58
2021-10-28,0.0,12.0,10.0,0.01,0.59
2021-10-29,0.0,12.0,8.0,0.0,0.59
2021-10-30,0.0,12.0,8.0,0.0,0.59
2021-10-31,0.0,12.0,8.0,0.0,0.59
2021-11-01,3.0,15.0,11.0,0.13,0.72
2021-11-02,3.0,18.0,11.0,0.17,0.89
2021-11-03,2.0,20.0,13.0,0.05,0.94
2021-11-04,1.0,21.0,13.0,0.01,0.95
2021-11-05,0.0,21.0,12.0,0.0,0.95
2021-11-06,0.0,21.0,11.0,0.0,0.95
2021-11-07,0.0,21.0,11.0,0.0,0.95
2021-11-08,0.0,21.0,11.0,0.0,0.95
2021-11-09,0.0,21.0,10.0,0.0,0.95
2021-11-10,2.0,23.0,12.0,0.21,1.16
2021-11-11,4.0,27.0,16.0,0.13,1.29
2021-11-12,2.0,29.0,15.0,0.25,1.54
2021-11-13,0.0,29.0,14.0,0.0,1.54
2021-11-14,0.0,29.0,13.0,0.0,1.54
2021-11-15,0.0,29.0,13.0,0.0,1.54
2021-11-16,0.0,29.0,13.0,0.0,1.54
2021-11-17,1.0,30.0,14.0,0.089,1.629
2021-11-18,0.0,30.0,13.0,0.0,1.629
2021-11-19,0.0,30.0,13.0,0.0,1.629
2021-11-20,0.0,30.0,12.0,0.0,1.629
2021-11-21,2.0,32.0,14.0,0.11,1.739
2021-11-22,0.0,32.0,14.0,0.0,1.739
2021-11-23,0.0,32.0,14.0,0.0,1.739
2021-11-24,0.0,32.0,14.0,0.01,1.749
2021-11-25,3.0,35.0,16.0,0.099,1.848
2021-11-26,0.0,35.0,15.0,0.0,1.848
2021-11-27,0.0,35.0,15.0,0.0,1.848
2021-11-28,0.0,35.0,15.0,0.0,1.848
2021-11-29,0.0,35.0,14.0,0.0,1.848
2021-11-30,0.0,35.0,14.0,0.0,1.848
2021-12-01,0.0,35.0,14.0,0.0,1.848
2021-12-02,0.0,35.0,14.0,0.0,1.848
2021-12-03,0.0,35.0,13.0,0.0,1.848
2021-12-04,0.0,35.0,13.0,0.0,1.848
2021-12-05,0.0,35.0,13.0,0.0,1.848
2021-12-06,0.0,35.0,13.0,0.0,1.848
2021-12-07,1.0,36.0,14.0,0.04,1.888
2021-12-08,0.0,36.0,14.0,0.0,1.888
2021-12-09,1.0,37.0,15.0,0.13,2.018
2021-12-10,4.0,41.0,18.0,0.18,2.198
2021-12-11,3.0,44.0,20.0,0.15,2.348
2021-12-12,0.0,44.0,19.0,0.0,2.348
2021-12-13,0.0,44.0,19.0,0.0,2.348
2021-12-14,0.0,44.0,19.0,0.0,2.348
2021-12-15,0.0,44.0,17.0,0.0,2.348
2021-12-16,2.0,46.0,19.0,0.14,2.488
2021-12-17,1.0,47.0,19.0,0.0,2.488
2021-12-18,1.0,48.0,20.0,0.059,2.547
2021-12-19,0.0,48.0,19.0,0.0,2.547
2021-12-20,0.0,48.0,19.0,0.0,2.547
2021-12-21,0.0,48.0,19.0,0.0,2.547
2021-12-22,0.0,48.0,18.0,0.0,2.547
2021-12-23,0.0,48.0,17.0,0.0,2.547
2021-12-24,6.0,54.0,24.0,0.62,3.167
2021-12-25,8.0,62.0,29.0,0.619,3.786
2021-12-26,0.0,62.0,27.0,0.46,4.246
2021-12-27,4.0,66.0,29.0,0.3199,4.5659
2021-12-28,3.0,69.0,30.0,0.19,4.7559
2021-12-29,2.0,71.0,31.0,0.089,4.8449
2021-12-30,2.0,73.0,30.0,0.11,4.9549
2021-12-31,2.0,75.0,30.0,0.12,5.0749
2022-01-01,4.0,79.0,33.0,0.3,5.3749
2022-01-02,1.0,80.0,32.0,0.05,5.4249
2022-01-03,0.0,80.0,32.0,0.0,5.4249
2022-01-04,0.0,80.0,30.0,0.0,5.4249
2022-01-05,1.0,81.0,31.0,0.11,5.5349
2022-01-06,9.0,90.0,41.0,1.46,6.9949
2022-01-07,3.0,93.0,41.0,0.14,7.1349
2022-01-08,0.0,93.0,39.0,0.0,7.1349
2022-01-09,3.0,96.0,41.0,0.13,7.2649
2022-01-10,0.0,96.0,40.0,0.0,7.2649
2022-01-11,0.0,96.0,37.0,0.0,7.2649
2022-01-12,0.0,96.0,36.0,0.0,7.2649
2022-01-13,0.0,96.0,36.0,0.0,7.2649
2022-01-14,0.0,96.0,35.0,0.0,7.2649
2022-01-15,3.0,99.0,38.0,0.17,7.4349
2022-01-16,0.0,99.0,37.0,0.0,7.4349
2022-01-17,0.0,99.0,36.0,0.0,7.4349
2022-01-18,0.0,99.0,36.0,0.0,7.4349
2022-01-19,0.0,99.0,35.0,0.0,7.4349
2022-01-20,1.0,100.0,36.0,0.0,7.4349
2022-01-21,1.0,101.0,36.0,0.02,7.4549
2022-01-22,2.0,103.0,37.0,0.079,7.5339
2022-01-23,0.0,103.0,35.0,0.0,7.5339
2022-01-24,0.0,103.0,35.0,0.0,7.5339
2022-01-25,1.0,104.0,35.0,0.04,7.5739
2022-01-26,1.0,105.0,36.0,0.059,7.6329
2022-01-27,0.0,105.0,36.0,0.0,7.6329
2022-01-28,1.0,106.0,36.0,0.04,7.6729
2022-01-29,0.0,106.0,36.0,0.0,7.6729
2022-01-30,0.0,106.0,34.0,0.0,7.6729
2022-01-31,0.0,106.0,34.0,0.0,7.6729
2022-02-01,0.0,106.0,34.0,0.0,7.6729
2022-02-02,3.0,109.0,37.0,0.16,7.8329
2022-02-03,1.0,110.0,38.0,0.0,7.8329
2022-02-04,0.0,110.0,37.0,0.0,7.8329
2022-02-05,0.0,110.0,37.0,0.0,7.8329
2022-02-06,1.0,111.0,37.0,0.05,7.8829
2022-02-07,0.0,111.0,37.0,0.0,7.8829
2022-02-08,0.0,111.0,35.0,0.0,7.8829
2022-02-09,0.0,111.0,35.0,0.0,7.8829
2022-02-10,2.0,113.0,37.0,0.3,8.1829
2022-02-11,0.0,113.0,36.0,0.0,8.1829
2022-02-12,2.0,115.0,38.0,0.15,8.3329
2022-02-13,0.0,115.0,38.0,0.0,8.3329
2022-02-14,0.0,115.0,38.0,0.0,8.3329
2022-02-15,0.0,115.0,37.0,0.0,8.3329
2022-02-16,0.0,115.0,37.0,0.0,8.3329
2022-02-17,3.0,118.0,39.0,0.15,8.4829
2022-02-18,0.0,118.0,39.0,0.0,8.4829
2022-02-19,0.0,118.0,39.0,0.0,8.4829
2022-02-20,0.0,118.0,39.0,0.0,8.4829
2022-02-21,0.0,118.0,39.0,0.0,8.4829
2022-02-22,2.0,120.0,39.0,0.08,8.5629
2022-02-23,2.0,122.0,41.0,0.21,8.7729
2022-02-24,4.0,126.0,44.0,0.27,9.0429
2022-02-25,0.0,126.0,43.0,0.01,9.0529
2022-02-26,0.0,126.0,42.0,0.01,9.0629
2022-02-27,0.0,126.0,42.0,0.0,9.0629
2022-02-28,0.0,126.0,42.0,0.0,9.0629
2022-03-01,0.0,126.0,42.0,0.0,9.0629
2022-03-02,0.0,126.0,41.0,0.0,9.0629
2022-03-03,0.0,126.0,41.0,0.0,9.0629
2022-03-04,0.0,126.0,40.0,0.0,9.0629
2022-03-05,0.0,126.0,40.0,0.0,9.0629
2022-03-06,2.0,128.0,41.0,0.11,9.1729
2022-03-07,3.0,131.0,46.0,0.05,9.2229
2022-03-08,5.0,136.0,47.0,0.26,9.4829
2022-03-09,1.0,137.0,47.0,0.1,9.5829
2022-03-10,1.0,138.0,45.0,0.01,9.5929
2022-03-11,6.0,144.0,50.0,0.419,10.0119
2022-03-12,0.0,144.0,48.0,0.01,10.0219
2022-03-13,0.0,144.0,47.0,0.03,10.0519
2022-03-14,0.0,144.0,47.0,0.0,10.0519
2022-03-15,3.0,147.0,48.0,0.09,10.1419
2022-03-16,0.0,147.0,48.0,0.02,10.1619
2022-03-17,0.0,147.0,48.0,0.0,10.1619
2022-03-18,5.0,152.0,51.0,0.32,10.4819
2022-03-19,4.0,156.0,53.0,0.08,10.5619
2022-03-20,0.0,156.0,52.0,0.0,10.5619
2022-03-21,0.0,156.0,52.0,0.0,10.5619
2022-03-22,0.0,156.0,51.0,0.01,10.5719
2022-03-23,2.0,158.0,52.0,0.01,10.5819
2022-03-24,1.0,159.0,52.0,0.1,10.6819
2022-03-25,0.0,159.0,50.0,0.0,10.6819
2022-03-26,0.0,159.0,48.0,0.0,10.6819
2022-03-27,0.0,159.0,48.0,0.0,10.6819
2022-03-28,0.0,159.0,47.0,0.0,10.6819
2022-03-29,0.0,159.0,47.0,0.0,10.6819
2022-03-30,0.0,159.0,46.0,0.0,10.6819
2022-03-31,4.0,163.0,50.0,0.31,10.9919
2022-04-01,1.0,164.0,50.0,0.02,11.0119
2022-04-02,2.0,166.0,51.0,0.04,11.0519
2022-04-03,0.0,166.0,50.0,0.01,11.0619
2022-04-04,0.0,166.0,49.0,0.0,11.0619
2022-04-05,1.0,167.0,50.0,0.07,11.1319
2022-04-06,0.0,167.0,50.0,0.0,11.1319
2022-04-07,1.0,168.0,50.0,0.13,11.2619
2022-04-08,0.0,168.0,50.0,0.0,11.2619
2022-04-09,0.0,168.0,48.0,0.0,11.2619
2022-04-10,0.0,168.0,48.0,0.0,11.2619
2022-04-11,4.0,172.0,52.0,0.22,11.4819
2022-04-12,0.0,172.0,51.0,0.0,11.4819
2022-04-13,0.0,172.0,51.0,0.03,11.5119
2022-04-14,4.0,176.0,53.0,0.15,11.6619
2022-04-15,4.0,180.0,53.0,0.0,11.6619
2022-10-15,0.0,0.0,0.0,0.0,0.0
2022-10-16,0.0,0.0,0.0,0.0,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0
2022-10-21,0.0,0.0,0.0,0.0,0.0
2022-10-22,0.0,0.0,0.0,0.0,0.0
2022-10-23,0.0,0.0,0.0,0.0,0.0
2022-10-24,3.0,3.0,3.0,0.22,0.22
2022-10-25,0.0,3.0,3.0,0.0,0.22
2022-10-26,2.0,5.0,5.0,0.0,0.22
2022-10-27,6.0,11.0,8.0,0.099,0.319
2022-10-28,3.0,14.0,10.0,0.0,0.319
2022-10-29,0.0,14.0,8.0,0.0,0.319
2022-10-30,0.0,14.0,8.0,0.0,0.319
2022-10-31,0.0,14.0,7.0,0.0,0.319
2022-11-01,0.0,14.0,7.0,0.0,0.319
2022-11-02,0.0,14.0,7.0,0.0,0.319
2022-11-03,0.0,14.0,7.0,0.0,0.319
2022-11-04,6.0,20.0,11.0,0.4,0.719
2022-11-05,3.0,23.0,13.0,0.04,0.759
2022-11-06,2.0,25.0,14.0,0.0,0.759
2022-11-07,0.0,25.0,11.0,0.0,0.759
2022-11-08,0.0,25.0,11.0,0.0,0.759
2022-11-09,0.0,25.0,11.0,0.0,0.759
2022-11-10,3.0,28.0,12.0,0.0,0.759
2022-11-11,1.0,29.0,11.0,0.0,0.759
2022-11-12,0.0,29.0,11.0,0.0,0.759
2022-11-13,0.0,29.0,11.0,0.0,0.759
2022-11-14,1.0,30.0,12.0,0.07,0.829
2022-11-15,4.0,34.0,14.0,0.19,1.019
2022-11-16,1.0,35.0,13.0,0.0,1.019
2022-11-17,0.0,35.0,13.0,0.0,1.019
2022-11-18,1.0,36.0,14.0,0.0,1.019
2022-11-19,1.0,37.0,13.0,0.07,1.089
2022-11-20,0.0,37.0,13.0,0.0,1.089
2022-11-21,0.0,37.0,13.0,0.0,1.089
2022-11-22,0.0,37.0,13.0,0.0,1.089
2022-11-23,0.0,37.0,13.0,0.0,1.089
2022-11-24,1.0,38.0,13.0,0.0,1.089
2022-11-25,1.0,39.0,14.0,0.0,1.089
2022-11-26,0.0,39.0,13.0,0.0,1.089
2022-11-27,4.0,43.0,17.0,0.24,1.329
2022-11-28,1.0,44.0,18.0,0.03,1.359
2022-11-29,2.0,46.0,18.0,0.08,1.439
2022-11-30,2.0,48.0,20.0,0.22,1.659
2022-12-01,0.0,48.0,19.0,0.0,1.659
2022-12-02,0.0,48.0,19.0,0.01,1.669
2022-12-03,3.0,51.0,20.0,0.24,1.909
2022-12-04,5.0,56.0,22.0,0.19,2.099
2022-12-05,0.0,56.0,22.0,0.0,2.099
2022-12-06,5.0,61.0,25.0,0.22,2.319
2022-12-07,3.0,64.0,25.0,0.12,2.439
2022-12-08,2.0,66.0,26.0,0.08,2.519
2022-12-09,2.0,68.0,26.0,0.07,2.589
2022-12-10,0.0,68.0,24.0,0.0,2.589
2022-12-11,0.0,68.0,23.0,0.0,2.589
2022-12-12,0.0,68.0,23.0,0.0,2.589
2022-12-13,5.0,73.0,27.0,0.32,2.909
2022-12-14,3.0,76.0,27.0,0.29,3.199
2022-12-15,1.0,77.0,26.0,0.04,3.239
2022-12-16,1.0,78.0,26.0,0.07,3.309
2022-12-17,0.0,78.0,25.0,0.0,3.309
2022-12-18,0.0,78.0,24.0,0.0,3.309
2022-12-19,0.0,78.0,24.0,0.0,3.309
2022-12-20,0.0,78.0,24.0,0.0,3.309
2022-12-21,3.0,81.0,26.0,0.14,3.449
2022-12-22,4.0,85.0,29.0,0.4,3.849
2022-12-23,0.0,85.0,29.0,0.0,3.849
2022-12-24,1.0,86.0,28.0,0.04,3.889
2022-12-25,1.0,87.0,27.0,0.02,3.909
2022-12-26,4.0,91.0,31.0,0.23,4.139
2022-12-27,0.0,91.0,30.0,0.01,4.149
2022-12-28,0.0,91.0,30.0,0.0,4.149
2022-12-29,6.0,97.0,33.0,0.22,4.369
2022-12-30,0.0,97.0,32.0,0.0,4.369
2022-12-31,6.0,103.0,36.0,0.24,4.609
2023-01-01,4.0,107.0,37.0,0.44,5.049
2023-01-02,1.0,108.0,37.0,0.04,5.089
2023-01-03,2.0,110.0,38.0,0.05,5.139
2023-01-04,5.0,115.0,41.0,0.2,5.339
2023-01-05,1.0,116.0,37.0,0.02,5.359
2023-01-06,0.0,116.0,36.0,0.0,5.359
2023-01-07,5.0,121.0,39.0,0.1,5.459
2023-01-08,1.0,122.0,37.0,0.02,5.479
2023-01-09,0.0,122.0,37.0,0.0,5.479
2023-01-10,0.0,122.0,37.0,0.0,5.479
2023-01-11,0.0,122.0,37.0,0.0,5.479
2023-01-12,2.0,124.0,34.0,0.1,5.579
2023-01-13,0.0,124.0,34.0,0.0,5.579
2023-01-14,0.0,124.0,34.0,0.0,5.579
2023-01-15,0.0,124.0,32.0,0.0,5.579
2023-01-16,5.0,129.0,37.0,0.29,5.869
2023-01-17,1.0,130.0,37.0,0.05,5.919
2023-01-18,10.0,140.0,45.0,0.55,6.469
2023-01-19,3.0,143.0,44.0,0.14,6.609
2023-01-20,0.0,143.0,42.0,0.0,6.609
2023-01-21,0.0,143.0,41.0,0.0,6.609
2023-01-22,2.0,145.0,41.0,0.08,6.689
2023-01-23,0.0,145.0,41.0,0.0,6.689
2023-01-24,0.0,145.0,41.0,0.0,6.689
2023-01-25,1.0,146.0,40.0,0.03,6.719
2023-01-26,1.0,147.0,40.0,0.02,6.739
2023-01-27,2.0,149.0,41.0,0.08,6.819
2023-01-28,4.0,153.0,43.0,0.32,7.139
2023-01-29,1.0,154.0,42.0,0.07,7.209
2023-01-30,0.0,154.0,42.0,0.0,7.209
2023-01-31,4.0,158.0,45.0,0.26,7.469
2023-02-01,0.0,158.0,43.0,0.0,7.469
2023-02-02,0.5,158.5,43.0,0.1,7.569
2023-02-03,0.0,158.5,42.0,0.0,7.569
2023-02-04,0.0,158.5,41.0,0.0,7.569
2023-02-05,0.0,158.5,40.0,0.0,7.569
2023-02-06,3.0,161.5,42.0,0.12,7.689
2023-02-07,0.0,161.5,42.0,0.0,7.689
2023-02-08,0.0,161.5,42.0,0.0,7.689
2023-02-09,2.0,163.5,43.0,0.1,7.789
2023-02-10,1.0,164.5,42.0,0.02,7.809
2023-02-11,0.0,164.5,41.0,0.0,7.809
2023-02-12,0.0,164.5,41.0,0.0,7.809
2023-02-13,0.0,164.5,41.0,0.0,7.809
2023-02-14,1.0,165.5,41.0,0.02,7.829
2023-02-15,2.0,167.5,42.0,0.16,7.989
2023-02-16,1.0,168.5,42.0,0.02,8.009
2023-02-17,0.0,168.5,41.0,0.0,8.009
2023-02-18,0.0,168.5,41.0,0.0,8.009
2023-02-19,0.0,168.5,41.0,0.0,8.009
2023-02-20,0.0,168.5,41.0,0.0,8.009
2023-02-21,1.0,169.5,41.0,0.02,8.029
